month,day_of_week,is_promo,is_holiday,amount
1,4,1,0,746700
1,4,1,0,408120
1,4,1,0,385860
1,4,1,0,587160
1,4,1,0,374520
1,4,1,0,474600
1,4,1,0,502440
1,4,1,0,589920
1,4,1,0,479700
1,4,1,0,305520
1,4,1,0,236100
1,4,1,0,400200
1,4,1,0,551100
1,4,1,0,513540
1,4,1,0,747060
1,4,1,0,474840
1,4,1,0,412080
1,4,1,0,233340
1,4,1,0,509940
1,4,1,0,529140
1,4,1,0,526620
1,4,1,0,496800
1,4,1,0,468900
1,4,1,0,553680
1,4,1,0,646740
1,4,1,0,451500
1,4,1,0,572940
1,4,1,0,329760
1,4,1,0,446460
1,4,1,0,455160
1,4,1,0,522720
1,4,1,0,317700
1,4,1,0,305580
1,4,1,0,487080
1,4,1,0,532320
1,4,1,0,378420
1,4,1,0,400620
1,4,1,0,651900
1,4,1,0,459900
1,4,1,0,435420
1,4,1,0,568320
1,4,1,0,362040
1,4,1,0,298680
1,4,1,0,617640
1,4,1,0,279420
1,4,1,0,522120
1,4,1,0,522300
1,4,1,0,493380
1,4,1,0,515280
1,4,1,0,812400
1,4,1,0,571260
1,4,1,0,543660
1,4,1,0,394080
1,4,1,0,551760
1,4,1,0,522660
1,4,1,0,232980
1,4,1,0,237120
1,4,1,0,582540
1,4,1,0,249600
1,4,1,0,606660
1,4,1,0,819000
1,4,1,0,484800
1,4,1,0,621840
1,4,1,0,315360
1,4,1,0,600600
1,4,1,0,516300
1,4,1,0,487560
1,4,1,0,574920
1,4,1,0,486360
1,4,1,0,528600
1,4,1,0,443640
1,4,1,0,535140
1,4,1,0,391560
1,4,1,0,618240
1,4,1,0,277800
1,4,1,0,332280
1,4,1,0,552900
1,4,1,0,468840
1,4,1,0,459780
1,4,1,0,601380
1,4,1,0,413580
1,4,1,0,678780
1,4,1,0,476280
1,4,1,0,367020
1,4,1,0,312360
1,4,1,0,751740
1,4,1,0,447360
1,4,1,0,434700
1,4,1,0,519780
1,4,1,0,626520
1,4,1,0,448080
1,4,1,0,374040
1,4,1,0,595920
1,4,1,0,572040
1,4,1,0,388320
1,4,1,0,299160
1,4,1,0,915780
1,4,1,0,568260
1,4,1,0,439800
1,4,1,0,342480
1,4,1,0,487560
1,4,1,0,475680
1,4,1,0,474540
1,4,1,0,798300
1,4,1,0,709980
1,4,1,0,616140
1,4,1,0,618540
1,4,1,0,612660
1,4,1,0,381480
1,4,1,0,499140
1,4,1,0,543360
1,4,1,0,721200
1,4,1,0,419580
1,4,1,0,402420
1,4,1,0,255660
1,4,1,0,351540
1,4,1,0,701220
1,4,1,0,446640
1,4,1,0,334560
1,4,1,0,391140
1,4,1,0,474600
1,4,1,0,378000
1,4,1,0,557280
1,4,1,0,650160
1,4,1,0,404040
1,4,1,0,449520
1,4,1,0,667320
1,4,1,0,434280
1,4,1,0,515820
1,4,1,0,671400
1,4,1,0,411300
1,4,1,0,557940
1,4,1,0,269580
1,4,1,0,559440
1,4,1,0,603180
1,4,1,0,627000
1,4,1,0,707280
1,4,1,0,539400
1,4,1,0,547020
1,4,1,0,327600
1,4,1,0,495360
1,4,1,0,610680
1,4,1,0,622320
1,4,1,0,645000
1,4,1,0,532620
1,4,1,0,549600
1,4,1,0,297120
1,4,1,0,836400
1,4,1,0,310800
1,4,1,0,781800
1,4,1,0,409860
1,4,1,0,313920
1,4,1,0,467460
1,4,1,0,546300
1,4,1,0,471600
1,4,1,0,523200
1,4,1,0,487560
1,4,1,0,375120
1,4,1,0,692160
1,4,1,0,355020
1,4,1,0,300900
1,4,1,0,533460
1,4,1,0,600720
1,4,1,0,626580
1,4,1,0,330540
1,4,1,0,427080
1,4,1,0,383340
1,4,1,0,481080
1,4,1,0,515400
1,4,1,0,429120
1,4,1,0,510720
1,4,1,0,385080
1,4,1,0,729840
1,4,1,0,450060
1,4,1,0,656520
1,4,1,0,756120
1,4,1,0,651720
1,4,1,0,276960
1,4,1,0,280800
1,4,1,0,542760
1,4,1,0,748440
1,4,1,0,390420
1,4,1,0,518640
1,4,1,0,383880
1,4,1,0,706080
1,4,1,0,464220
1,4,1,0,440340
1,4,1,0,321720
1,4,1,0,468540
1,4,1,0,384600
1,4,1,0,412140
1,4,1,0,391440
1,4,1,0,289980
1,4,1,0,376320
1,4,1,0,321060
1,4,1,0,605940
1,4,1,0,474300
1,4,1,0,571500
1,3,1,0,310260
1,3,1,0,286500
1,3,1,0,449100
1,3,1,0,576840
1,3,1,0,295920
1,3,1,0,323700
1,3,1,0,549780
1,3,1,0,504180
1,3,1,0,435180
1,3,1,0,372180
1,3,1,0,388200
1,3,1,0,458460
1,3,1,0,357780
1,3,1,0,374100
1,3,1,0,298920
1,3,1,0,507060
1,3,1,0,386880
1,3,1,0,421260
1,3,1,0,464880
1,3,1,0,569040
1,3,1,0,400920
1,3,1,0,297000
1,3,1,0,296040
1,3,1,0,537180
1,3,1,0,763080
1,3,1,0,400560
1,3,1,0,578100
1,3,1,0,298020
1,3,1,0,514200
1,3,1,0,361200
1,3,1,0,346260
1,3,1,0,306240
1,3,1,0,519060
1,3,1,0,464760
1,3,1,0,589380
1,3,1,0,588780
1,3,1,0,453600
1,3,1,0,391860
1,3,1,0,327000
1,3,1,0,292260
1,3,1,0,289680
1,3,1,0,683340
1,3,1,0,410280
1,3,1,0,369360
1,3,1,0,345300
1,3,1,0,369120
1,3,1,0,489960
1,3,1,0,236640
1,3,1,0,442680
1,3,1,0,266400
1,3,1,0,435720
1,3,1,0,431220
1,3,1,0,324840
1,3,1,0,485940
1,3,1,0,311580
1,3,1,0,541980
1,3,1,0,571740
1,3,1,0,412740
1,3,1,0,364080
1,3,1,0,631380
1,3,1,0,320520
1,3,1,0,450900
1,3,1,0,444180
1,3,1,0,597780
1,3,1,0,325260
1,3,1,0,378180
1,3,1,0,557880
1,3,1,0,479280
1,3,1,0,577500
1,3,1,0,387960
1,3,1,0,564300
1,3,1,0,288300
1,3,1,0,387720
1,3,1,0,364380
1,3,1,0,286800
1,3,1,0,517680
1,3,1,0,466620
1,3,1,0,281580
1,3,1,0,340740
1,3,1,0,515820
1,3,1,0,424920
1,3,1,0,561600
1,3,1,0,241920
1,3,1,0,746160
1,3,1,0,370080
1,3,1,0,311940
1,3,1,0,348900
1,3,1,0,436140
1,3,1,0,375540
1,3,1,0,478080
1,3,1,0,304500
1,3,1,0,423120
1,3,1,0,386220
1,3,1,0,451440
1,3,1,0,455160
1,3,1,0,352920
1,3,1,0,471780
1,3,1,0,374340
1,3,1,0,292800
1,3,1,0,397140
1,3,1,0,490200
1,3,1,0,419940
1,3,1,0,314640
1,3,1,0,581820
1,3,1,0,313080
1,3,1,0,540540
1,3,1,0,436680
1,3,1,0,638160
1,3,1,0,402660
1,3,1,0,267960
1,3,1,0,391800
1,3,1,0,366420
1,3,1,0,291900
1,3,1,0,308760
1,3,1,0,430020
1,3,1,0,488580
1,3,1,0,251700
1,3,1,0,488760
1,3,1,0,295080
1,3,1,0,452940
1,3,1,0,264360
1,3,1,0,321960
1,3,1,0,519960
1,3,1,0,314340
1,3,1,0,789120
1,3,1,0,383880
1,3,1,0,319020
1,3,1,0,470280
1,3,1,0,520680
1,3,1,0,367500
1,3,1,0,322080
1,3,1,0,485340
1,3,1,0,341220
1,3,1,0,260280
1,3,1,0,363300
1,3,1,0,386640
1,3,1,0,465600
1,3,1,0,539520
1,3,1,0,434820
1,3,1,0,492780
1,3,1,0,337260
1,3,1,0,316800
1,3,1,0,353460
1,3,1,0,458160
1,3,1,0,531720
1,3,1,0,523200
1,3,1,0,505980
1,3,1,0,527160
1,3,1,0,331080
1,3,1,0,455520
1,3,1,0,447480
1,3,1,0,366960
1,3,1,0,401700
1,3,1,0,517440
1,3,1,0,476100
1,3,1,0,495540
1,3,1,0,583800
1,3,1,0,463320
1,3,1,0,496200
1,3,1,0,341400
1,3,1,0,465960
1,3,1,0,435540
1,3,1,0,415740
1,3,1,0,382680
1,3,1,0,213360
1,3,1,0,324480
1,3,1,0,585180
1,3,1,0,488100
1,3,1,0,387120
1,3,1,0,286260
1,3,1,0,522720
1,3,1,0,451800
1,3,1,0,516660
1,3,1,0,336000
1,3,1,0,354720
1,3,1,0,339300
1,3,1,0,292980
1,3,1,0,722880
1,3,1,0,524760
1,3,1,0,433800
1,3,1,0,374760
1,3,1,0,358500
1,3,1,0,264660
